2025-03-15 17:48:29,4173379410,Salesforce Business Analyst,Trantor,False,False
2025-03-15 17:48:38,4181033047,Data Scientist,FiveForce Technologies,False,False
2025-03-15 17:48:48,4159494113,Data Scientist,WebMD,False,False
2025-03-15 17:48:57,4170825884,Data Scientist,Weekday AI (YC W21),False,False
2025-03-15 17:49:05,4177283490,Data Scientist,S P A Enterprise,False,False
2025-03-15 17:49:28,4184049974,"Data Analyst (NetSuite, Workday, Snowflake)",Radiansys Inc.,False,False
2025-03-15 17:49:35,4173379410,Salesforce Business Analyst,Trantor,False,False
2025-03-15 17:49:43,4181033047,Data Scientist,FiveForce Technologies,False,False
2025-03-15 17:49:51,4159494113,Data Scientist,WebMD,False,False
2025-03-15 17:50:00,4170825884,Data Scientist,Weekday AI (YC W21),False,False
2025-03-15 17:50:10,4177283490,Data Scientist,S P A Enterprise,False,False
2025-03-15 17:50:35,4184049974,"Data Analyst (NetSuite, Workday, Snowflake)",Radiansys Inc.,False,False
2025-03-15 17:50:44,4173379410,Salesforce Business Analyst,Trantor,False,False
2025-03-15 17:50:54,4181033047,Data Scientist,FiveForce Technologies,False,False
2025-03-15 17:51:03,4159494113,Data Scientist,WebMD,False,False
2025-03-15 17:51:12,4170825884,Data Scientist,Weekday AI (YC W21),False,False
2025-03-15 17:51:20,4177283490,Data Scientist,S P A Enterprise,False,False
2025-03-15 17:51:46,4184049974,"Data Analyst (NetSuite, Workday, Snowflake)",Radiansys Inc.,False,False
2025-03-15 17:51:56,4173379410,Salesforce Business Analyst,Trantor,False,False
2025-03-15 17:52:06,4181033047,Data Scientist,FiveForce Technologies,False,False
2025-03-15 17:52:15,4159494113,Data Scientist,WebMD,False,False
2025-03-15 17:52:29,4170825884,Data Scientist,Weekday AI (YC W21),True,False
2025-03-15 17:52:49,4177283490,Data Scientist,S P A Enterprise,True,False
2025-03-15 17:53:25,4184049974,"Data Analyst (NetSuite, Workday, Snowflake)",Radiansys Inc.,True,False
2025-03-15 17:53:39,4173379410,Salesforce Business Analyst,Trantor,True,False
2025-03-15 17:53:51,4181504989,Web Intelligence Analyst,S2T AI - AI-Powered Investigations,False,False
2025-03-15 17:54:00,4095199058,Data Analyst,GroundTruth,False,False
2025-03-15 17:54:22,4181033047,Data Scientist,FiveForce Technologies,True,False
2025-03-15 17:54:35,4173660037,Data Analyst,InfoServ LLC,True,False
2025-03-15 17:55:04,4157749210,Performance Analyst,VSI Infotech LLP,False,False
2025-03-15 17:55:17,4095199058,Data Analyst,GroundTruth,True,False
